CENTENÁRIO;;;;
;;AVALIAÇÃO MUNICIPAL;;
6;;"COMO VOCÊ AVALIA A ATUAL ADMINISTRAÇÃO
DO MUNICIPIO? ESTIMULADA";30;100.00%
;6.1;ÓTIMA;1;3.33%
;6.2;BOA;7;23.33%
;6.3;REGULAR;11;36.67%
;6.4;RUIM;3;10.00%
;6.5;PÉSSIMA;6;20.00%
;6.6;NR/NS;2;6.67%
7;;ENTRE AS SECRETARIAS OU ÁREA DO MUNICIPIO  QUAL VOCE CONSIDERA MAIS COMPETENTE? ESTIMULADA;30;100.00%
;7.1;ASSISTÊNCIA SOCIAL;2;6.67%
;7.2;SAÚDE;9;30.00%
;7.3;EDUCAÇÃO;1;3.33%
;7.4;ESPORTE E LAZER;1;3.33%
;7.5;OBRAS;3;10.00%
;7.6;TRANSPORTE;1;3.33%
;7.7;CULTURA E EVENTOS;0;0.00%
;7.8;ADMINISTRAÇÃO E GOVERNO;1;3.33%
;7.9;MEIO AMBIENTE;2;6.67%
;7.1;NS/NR;1;3.33%
;7.11;NENHUM;9;30.00%
8;;"ENTRE AS SECRETARIAS DO MUNICIPIO, QUAL VOCE CONSIDERA MAIS COMPETENTE?
ESTIMULADA";30;100.00%
;8.1;ASSISTÊNCIA SOCIAL;0;0.00%
;8.2;SAÚDE;8;26.67%
;8.3;EDUCAÇÃO;2;6.67%
;8.4;ESPORTE E LAZER;5;16.67%
;8.5;OBRAS;2;6.67%
;8.6;TRANSPORTE;1;3.33%
;8.7;CULTURA E EVENTOS;1;3.33%
;8.8;ADMINISTRAÇÃO E GOVERNO;2;6.67%
;8.9;MEIO AMBIENTE;1;3.33%
;8.1;NS/NR;5;16.67%
;8.11;NENHUM;3;10.00%
9;;NA SUA OPINIÃO  VOCÊ PODERIA CITA 3 PRINCIPAIS PROBLEMA DO BAIRRO QUE VOCÊ MORA HOJE: ESTIMULADA;43;100.00%
;9.1;"SAÚDE (Exames, remédios, atendimento ruim, falta
consultas)";7;16.28%
;9.2;LIMPEZA URBANA E COLETA DE LIXO;4;9.30%
;9.3;ASSISTÊNCIA SOCIAL ( falta de atendimento ao idoso  deficiente  criança e adolescente).;2;4.65%
;9.4;"BURACO E FALTA DE MANUTENÇÃO NAS ESTRADAS
RURAIS E VIAS URBANAS";1;2.33%
;9.5;ADMINISTRAÇÃO RUIM;2;4.65%
;9.6;SANEAMENTO BÁSICO;6;13.95%
;9.7;"FALTA  DE  ÁREAS  E  OPORTUNIDADES  DE  LAZER  E
ESPORTES";3;6.98%
;9.8;DESEMPREGO - FALTA DE OPORTUNIDADES DE TRABALHO;11;25.58%
;9.9;TRANSPORTE COLETIVO PRECÁRIO;2;4.65%
;9.1;VIOLÊNCIA(Falta de segurança pública);0;0.00%
;9.11;NFRAESTRUTURA PRECÁRIA;0;0.00%
;9.12;EDUCAÇÃO RUIM;4;9.30%
;9.13;NS/NR;0;0.00%
;9.14;NENHUM;1;2.33%
;9.15;OUTROS;0;0.00%
10;;O QUE VOCÊ GOSTARIA QUE MELHORE EM SEU BAIRRO?;30;100.00%
;10.1.1;ASFALTO;1;3.33%
;10.1.2;LIMPEZA URBANA;1;3.33%
;10.1.3;TUDO;1;3.33%
;10.1.4;CALÇAMENTO;1;3.33%
;10.1.5;ÁREA DE LAZER;1;3.33%
;10.1.6;POSTO DE SAÚDE;2;6.67%
;10.1.7;MAIS LIXEIRAS;1;3.33%
;10.1.8;ÁGUA;1;3.33%
;10.1.9;MANUTENÇÃO DO CAMPO;1;3.33%
;10.1.10;REDE ESGOTO;1;3.33%
;10.1.11;REFORMA DA QUADRA;1;3.33%
;10.2;NS/NR;18;60.00%
11;;SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ VOTARIA A PREFEITO OU PREFEITA? ESPONTÂNIA;30;100.00%
;11.1;LAURA ARAUJO;3;10.00%
;11.2;TXAI (ORABOLAS);5;16.67%
;11.3;JULIA HORTA;2;6.67%
;11.4;MORIÁ;2;6.67%
;11.5;ANTÔNIO PIMENTEL;2;6.67%
;11.6;NÃO SABE / N. RESP.;15;50.00%
