MORADA DOS HERÓIS;;;;
;;AVALIAÇÃO MUNICIPAL;;
6;;"COMO VOCÊ AVALIA A ATUAL ADMINISTRAÇÃO DO MUNICIPIO?
ESTIMULADA";26;100.00%
;6.1;ÓTIMA;0;0.00%
;6.2;BOA;4;15.38%
;6.3;REGULAR;11;42.31%
;6.4;RUIM;10;38.46%
;6.5;PÉSSIMA;1;3.85%
;6.6;NR/NS;0;0.00%
7;;"ENTRE AS SECRETARIAS OU ÁREA DO
MUNICIPIO, QUAL VOCE CONSIDERA MAIS COMPETENTE? ESTIMULADA";26;100.00%
;7.1;ASSISTÊNCIA SOCIAL;2;7.69%
;7.2;SAÚDE;2;7.69%
;7.3;EDUCAÇÃO;5;19.23%
;7.4;ESPORTE E LAZER;1;3.85%
;7.5;OBRAS;1;3.85%
;7.6;TRANSPORTE;1;3.85%
;7.7;CULTURA E EVENTOS;0;0.00%
;7.8;ADMINISTRAÇÃO E GOVERNO;1;3.85%
;7.9;MEIO AMBIENTE;0;0.00%
;7.1;NS/NR;0;0.00%
;7.11;NENHUM;13;50.00%
8;;"ENTRE AS SECRETARIAS DO MUNICIPIO, QUAL VOCE CONSIDERA MAIS COMPETENTE?
ESTIMULADA";26;100.00%
;8.1;ASSISTÊNCIA SOCIAL;0;0.00%
;8.2;SAÚDE;14;53.85%
;8.3;EDUCAÇÃO;2;7.69%
;8.4;ESPORTE E LAZER;4;15.38%
;8.5;OBRAS;1;3.85%
;8.6;TRANSPORTE;0;0.00%
;8.7;CULTURA E EVENTOS;1;3.85%
;8.8;ADMINISTRAÇÃO E GOVERNO;0;0.00%
;8.9;MEIO AMBIENTE;2;7.69%
;8.1;NS/NR;2;7.69%
;8.11;NENHUM;0;0.00%
9;;NA SUA OPINIÃO  VOCÊ PODERIA CITA 3 PRINCIPAIS PROBLEMA DO BAIRRO QUE VOCÊ MORA HOJE: ESTIMULADA;60;100.00%
;9.1;"SAÚDE (Exames, remédios, atendimento ruim, falta
consultas)";11;18.33%
;9.2;LIMPEZA URBANA E COLETA DE LIXO;7;11.67%
;9.3;ASSISTÊNCIA SOCIAL ( falta de atendimento ao idoso deficiente   criança e adolescente).;1;1.67%
;9.4;"BURACO E FALTA DE MANUTENÇÃO NAS ESTRADAS
RURAIS E VIAS URBANAS";7;11.67%
;9.5;ADMINISTRAÇÃO RUIM;0;0.00%
;9.6;SANEAMENTO BÁSICO;3;5.00%
;9.7;"FALTA  DE  ÁREAS  E  OPORTUNIDADES  DE  LAZER  E
ESPORTES";7;11.67%
;9.8;DESEMPREGO - FALTA DE OPORTUNIDADES DE TRABALHO;18;30.00%
;9.9;TRANSPORTE COLETIVO PRECÁRIO;1;1.67%
;9.1;VIOLÊNCIA(Falta de segurança pública);3;5.00%
;9.11;NFRAESTRUTURA PRECÁRIA;0;0.00%
;9.12;EDUCAÇÃO RUIM;2;3.33%
;9.13;NS/NR;0;0.00%
;9.14;NENHUM;0;0.00%
;9.15;OUTROS;0;0.00%
10;;"O QUE VOCÊ GOSTARIA QUE MELHORE EM SEU
BAIRRO?";26;100.00%
;10.1.1;SEGURANÇA;5;19.23%
;10.1.2;LIMPEZA URBANA;5;19.23%
;10.1.3;SAÚDE;3;11.54%
;10.1.4;TUDO;1;3.85%
;10.1.5;ÁREA DE LAZER;4;15.38%
;10.1.6;ESPORTE;1;3.85%
;10.2;NS/NR;7;26.92%
11;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ VOTARIA A PREFEITO OU PREFEITA?
ESPONTÂNIA";26;100.00%
;11.1;LAURA ARAUJO;3;11.54%
;11.2;ROBERTO BICALHO;2;7.69%
;11.3;NÃO SABE / N. RESP.;21;80.77%
12;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ VOTARIA A PREFEITO OU PREFEITA DO MUNICÍPIO?
ESTIMULADA";26;100.00%
;12.1;LAURA ARAUJO;5;19.23%
;12.2;TXAI (ORABOLAS);2;7.69%
;12.3;JULIA HORTA;5;19.23%
;12.4;MARTA GERVÁSIO;0;0.00%
;12.5;TÃOZINHO;1;3.85%
;12.6;QUERALA DA CENIBRA;1;3.85%
;12.7;MORIÁ;0;0.00%
;12.8;ANTÔNIO PIMENTEL;0;0.00%
;12.9;ARTUR MOREIRA;0;0.00%
;12.1;NÃO SABE/N. RESP.;12;46.15%
