SAGRADA FAMILIA;;;;
;;AVALIAÇÃO MUNICIPAL;;
6;;"COMO VOCÊ AVALIA A ATUAL ADMINISTRAÇÃO DO MUNICIPIO?
ESTIMULADA";36;100.00%
;6.1;ÓTIMA;2;5.56%
;6.2;BOA;13;36.11%
;6.3;REGULAR;10;27.78%
;6.4;RUIM;3;8.33%
;6.5;PÉSSIMA;8;22.22%
;6.6;NR/NS;0;0.00%
7;;"ENTRE AS SECRETARIAS OU ÁREA DO MUNICIPIO, QUAL VOCE CONSIDERA MAIS COMPETENTE?
ESTIMULADA";36;100.00%
;7.1;ASSISTÊNCIA SOCIAL;8;22.22%
;7.2;SAÚDE;12;33.33%
;7.3;EDUCAÇÃO;4;11.11%
;7.4;ESPORTE E LAZER;0;0.00%
;7.5;OBRAS;1;2.78%
;7.6;TRANSPORTE;0;0.00%
;7.7;CULTURA E EVENTOS;0;0.00%
;7.8;ADMINISTRAÇÃO E GOVERNO;0;0.00%
;7.9;MEIO AMBIENTE;2;5.56%
;7.1;NS/NR;3;8.33%
;7.11;NENHUM;6;16.67%
8;;"ENTRE AS SECRETARIAS DO MUNICIPIO, QUAL VOCE CONSIDERA MAIS
COMPETENTE? ESTIMULADA";36;100.00%
;8.1;ASSISTÊNCIA SOCIAL;0;0.00%
;8.2;SAÚDE;11;30.56%
;8.3;EDUCAÇÃO;4;11.11%
;8.4;ESPORTE E LAZER;6;16.67%
;8.5;OBRAS;5;13.89%
;8.6;TRANSPORTE;1;2.78%
;8.7;CULTURA E EVENTOS;0;0.00%
;8.8;ADMINISTRAÇÃO E GOVERNO;2;5.56%
;8.9;MEIO AMBIENTE;3;8.33%
;8.1;NS/NR;3;8.33%
;8.11;NENHUM;1;2.78%
9;;NA SUA OPINIÃO  VOCÊ PODERIA CITA 3 PRINCIPAIS PROBLEMA DO BAIRRO QUE VOCÊ MORA HOJE: ESTIMULADA;81;100.00%
;9.1;"SAÚDE (Exames, remédios, atendimento ruim, falta
consultas)";10;12.35%
;9.2;LIMPEZA URBANA E COLETA DE LIXO;13;16.05%
;9.3;"ASSISTÊNCIA SOCIAL ( falta de atendimento ao
idoso, deficiente, criança e adolescente).";4;4.94%
;9.4;"BURACO E FALTA DE MANUTENÇÃO NAS ESTRADAS
RURAIS E VIAS URBANAS";15;18.52%
;9.5;ADMINISTRAÇÃO RUIM;4;4.94%
;9.6;SANEAMENTO BÁSICO;4;4.94%
;9.7;"FALTA  DE  ÁREAS  E  OPORTUNIDADES  DE  LAZER  E
ESPORTES";11;13.58%
;9.8;"DESEMPREGO - FALTA DE OPORTUNIDADES DE
TRABALHO";6;7.41%
;9.9;TRANSPORTE COLETIVO PRECÁRIO;4;4.94%
;9.1;VIOLÊNCIA(Falta de segurança pública);3;3.70%
;9.11;NFRAESTRUTURA PRECÁRIA;2;2.47%
;9.12;EDUCAÇÃO RUIM;3;3.70%
;9.13;NS/NR;0;0.00%
;9.14;NENHUM;2;2.47%
;9.15;OUTROS;0;0.00%
;09.15.1;TODAS;2;2.47%
10;;O QUE VOCÊ GOSTARIA QUE MELHORE EM SEU BAIRRO?;36;100.00%
;10.1.1;ILUMINAÇÃO;2;5.56%
;10.1.2;ASFALTO;1;2.78%
;10.1.3;LIMPEZA URBANA;10;27.78%
;10.1.4;SAÚDE;1;2.78%
;10.1.5;TUDO;4;11.11%
;10.1.6;ÁREA DE LAZER;4;11.11%
;10.1.7;POLICIAMENTO NAS ESCOLAS;1;2.78%
;10.1.8;ÁGUA;1;2.78%
;10.1.9;REDE ESGOTO;1;2.78%
;10.2;NS/NR;11;30.56%
11;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ
VOTARIA A PREFEITO OU PREFEITA? ESPONTÂNEA";36;100.00%
;11.1;LAURA ARAUJO;6;16.67%
;11.2;TXAI (ORABOLAS);6;16.67%
;11.3;JULIA HORTA;1;2.78%
;11.4;MARTA GERVÁSIO;1;2.78%
;11.5;MORIÁ;5;13.89%
;11.6;ARTUR MOREIRA;3;8.33%
;11.7;FRANGO BRANCO;1;2.78%
;11.8;PEDRO;1;2.78%
;11.9;NÃO SABE / N. RESP.;12;33.33%
12;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ VOTARIA A PREFEITO OU PREFEITA DO
MUNICÍPIO? ESTIMULADA";36;100.00%
;12.1;LAURA ARAUJO;7;19.44%
;12.2;TXAI (ORABOLAS);6;16.67%
;12.3;JULIA HORTA;3;8.33%
;12.4;MARTA GERVÁSIO;2;5.56%
;12.5;TÃOZINHO;0;0.00%
;12.6;QUERALA DA CENIBRA;1;2.78%
;12.7;MORIÁ;6;16.67%
;12.8;ANTÔNIO PIMENTEL;0;0.00%
;12.9;ARTUR MOREIRA;4;11.11%
;12.1;NÃO SABE/N. RESP.;7;19.44%
13;;SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ NÃO VOTARIA DE JEITO NENHUM A PREFEITO OU PREFEITA DO MUNICÍPIO?;36;100.00%
;13.1;LAURA ARAUJO;11;30.56%
;13.2;TXAI (ORABOLAS);1;2.78%
;13.3;JULIA HORTA;2;5.56%
;13.4;MARTA GERVÁSIO;0;0.00%
;13.5;TÃOZINHO;2;5.56%
;13.6;QUERALA DA CENIBRA;0;0.00%
;13.7;MORIÁ;2;5.56%
;13.8;ANTÔNIO PIMENTEL;1;2.78%
;13.9;ARTUR MOREIRA;2;5.56%
;13.1;NÃO SABE/N. RESP.;15;41.67%
14;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ VOTARIA A
VEREADOR? ESPONTÂNEA";36;100.00%
;14.1.1;JULIA HORTA;1;2.78%
;14.1.2;MORIÁ;6;16.67%
;14.1.3;FABRICIO;1;2.78%
;14.2;NÃO SABE/N. RESP.;28;77.78%
15;;QUEM VOCÊ CONSIDERA A MAIOR LIDERANÇA DO BAIRRO QUE MORA? ESPONTÂNEA;36;100.00%
;15.1.1;NUCÃO;3;8.33%
;15.1.2;MORIÁ;2;5.56%
;15.1.3;HERMOGINES;1;2.78%
;15.2;NÃO SABE/N. RESP.;30;83.33%
