ALEIXO;;;;
;;"AVALIAÇÃO
MUNICIPAL";;
6;;"COMO VOCÊ AVALIA A ATUAL ADMINISTRAÇÃO DO MUNICIPIO?
ESTIMULADA";12;100.00%
;6.1;ÓTIMA;0;0.00%
;6.2;BOA;2;16.67%
;6.3;REGULAR;4;33.33%
;6.4;RUIM;3;25.00%
;6.5;PÉSSIMA;2;16.67%
;6.6;NR/NS;1;8.33%
7;;"ENTRE AS SECRETARIAS OU ÁREA DO MUNICIPIO, QUAL VOCE CONSIDERA MAIS
COMPETENTE? ESTIMULADA";12;100.00%
;7.1;ASSISTÊNCIA SOCIAL;0;0.00%
;7.2;SAÚDE;1;8.33%
;7.3;EDUCAÇÃO;2;16.67%
;7.4;ESPORTE E LAZER;0;0.00%
;7.5;OBRAS;0;0.00%
;7.6;TRANSPORTE;0;0.00%
;7.7;CULTURA E EVENTOS;0;0.00%
;7.8;ADMINISTRAÇÃO E GOVERNO;0;0.00%
;7.9;MEIO AMBIENTE;0;0.00%
;7.1;NS/NR;2;16.67%
;7.11;NENHUM;7;58.33%
8;;"ENTRE AS SECRETARIAS DO MUNICIPIO, QUAL VOCE CONSIDERA MAIS
COMPETENTE? ESTIMULADA";12;100.00%
;8.1;ASSISTÊNCIA SOCIAL;0;0.00%
;8.2;SAÚDE;0;0.00%
;8.3;EDUCAÇÃO;0;0.00%
;8.4;ESPORTE E LAZER;5;41.67%
;8.5;OBRAS;1;8.33%
;8.6;TRANSPORTE;1;8.33%
;8.7;CULTURA E EVENTOS;1;8.33%
;8.8;ADMINISTRAÇÃO E GOVERNO;0;0.00%
;8.9;MEIO AMBIENTE;0;0.00%
;8.1;NS/NR;4;33.33%
;8.11;NENHUM;0;0.00%
9;;NA SUA OPINIÃO  VOCÊ PODERIA CITA 3 PRINCIPAIS PROBLEMA DO BAIRRO QUE VOCÊ MORA HOJE: ESTIMULADA;28;100.00%
;9.1;"SAÚDE (Exames, remédios, atendimento ruim, falta
consultas)";7;25.00%
;9.2;LIMPEZA URBANA E COLETA DE LIXO;2;7.14%
;9.3;ASSISTÊNCIA SOCIAL ( falta de atendimento ao idoso;0;0.00%
;9.4;"BURACO E FALTA DE MANUTENÇÃO NAS ESTRADAS
RURAIS E VIAS URBANAS";4;14.29%
;9.5;ADMINISTRAÇÃO RUIM;2;7.14%
;9.6;SANEAMENTO BÁSICO;0;0.00%
;9.7;"FALTA  DE  ÁREAS  E  OPORTUNIDADES  DE  LAZER  E
ESPORTES";7;25.00%
;9.8;"DESEMPREGO - FALTA DE OPORTUNIDADES DE
TRABALHO";3;10.71%
;9.9;TRANSPORTE COLETIVO PRECÁRIO;1;3.57%
;9.1;VIOLÊNCIA(Falta de segurança pública);0;0.00%
;9.11;NFRAESTRUTURA PRECÁRIA;1;3.57%
;9.12;EDUCAÇÃO RUIM;1;3.57%
;9.13;NS/NR;0;0.00%
;9.14;NENHUM;0;0.00%
;9.15;OUTROS;0;0.00%
10;;"O QUE VOCÊ GOSTARIA QUE MELHORE EM SEU
BAIRRO?";12;100.00%
;10.1.1;ÁREA DE LAZER;3;25.00%
;10.1.2;SAÚDE;2;16.67%
;10.1.3;TUDO;1;8.33%
;10.1.4;ESPORTE;2;16.67%
;10.1.5;ÁGUA;1;8.33%
;10.2;NS/NR;3;25.00%
11;;SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ VOTARIA A PREFEITO OU PREFEITA? ESPONTÂNIA;12;
;11.1;TXAI (ORABOLAS);2;16.67%
;11.16;NÃO SABE / N. RESP.;10;83.33%
12;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ VOTARIA A PREFEITO OU PREFEITA DO
MUNICÍPIO? ESTIMULADA";12;100.00%
;12.1;LAURA ARAUJO;0;0.00%
;12.2;TXAI (ORABOLAS);3;25.00%
;12.3;JULIA HORTA;0;0.00%
;12.4;MARTA GERVÁSIO;0;0.00%
;12.5;TÃOZINHO;0;0.00%
;12.6;QUERALA DA CENIBRA;2;16.67%
;12.7;MORIÁ;0;0.00%
;12.8;ANTÔNIO PIMENTEL;0;0.00%
;12.9;ARTUR MOREIRA;0;0.00%
;12.1;NÃO SABE/N. RESP.;7;58.33%
13;;SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ NÃO VOTARIA DE JEITO NENHUM A PREFEITO OU PREFEITA DO MUNICÍPIO?;12;100.00%
;13.1;LAURA ARAUJO;4;33.33%
;13.2;TXAI (ORABOLAS);0;0.00%
;13.3;JULIA HORTA;0;0.00%
;13.4;MARTA GERVÁSIO;0;0.00%
;13.5;TÃOZINHO;0;0.00%
;13.6;QUERALA DA CENIBRA;0;0.00%
;13.7;MORIÁ;1;8.33%
;13.8;ANTÔNIO PIMENTEL;0;0.00%
;13.9;ARTUR MOREIRA;0;0.00%
;13.1;NÃO SABE/N. RESP.;7;58.33%
14;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ VOTARIA A
VEREADOR? ESPONTÂNEA";12;100.00%
;14.1.1;MORIÁ;2;16.67%
;14.1.2;ZÉ DO MEL;1;8.33%
;14.2;NÃO SABE/N. RESP.;9;75.00%
15;;"QUEM VOCÊ CONSIDERA A MAIOR LIDERANÇA DO
BAIRRO QUE MORA? ESPONTÂNEA";12;100.00%
;15.1.1;NÃO SABE/N. RESP.;;0.00%
;15.2;;12;100.00%
