COLINA E BAIRRO DE FÁTIMA;;;;
;;AVALIAÇÃO MUNICIPAL;;
6;;"COMO VOCÊ AVALIA A ATUAL
ADMINISTRAÇÃO DO MUNICIPIO? ESTIMULADA";42;100.00%
;6.1;ÓTIMA;0;0.00%
;6.2;BOA;1;2.38%
;6.3;REGULAR;17;40.48%
;6.4;RUIM;11;26.19%
;6.5;PÉSSIMA;13;30.95%
;6.6;NR/NS;0;0.00%
7;;ENTRE AS SECRETARIAS OU ÁREA DO MUNICIPIO  QUAL VOCE CONSIDERA MAIS COMPETENTE? ESTIMULADA;42;100.00%
;7.1;ASSISTÊNCIA SOCIAL;0;0.00%
;7.2;SAÚDE;3;7.14%
;7.3;EDUCAÇÃO;2;4.76%
;7.4;ESPORTE E LAZER;0;0.00%
;7.5;OBRAS;0;0.00%
;7.6;TRANSPORTE;0;0.00%
;7.7;CULTURA E EVENTOS;0;0.00%
;7.8;ADMINISTRAÇÃO E GOVERNO;1;2.38%
;7.9;MEIO AMBIENTE;0;0.00%
;7.1;NS/NR;5;11.90%
;7.11;NENHUM;31;73.81%
8;;"ENTRE AS SECRETARIAS DO MUNICIPIO, QUAL VOCE CONSIDERA MAIS COMPETENTE?
ESTIMULADA";42;100.00%
;8.1;ASSISTÊNCIA SOCIAL;0;0.00%
;8.2;SAÚDE;14;33.33%
;8.3;EDUCAÇÃO;4;9.52%
;8.4;ESPORTE E LAZER;0;0.00%
;8.5;OBRAS;1;2.38%
;8.6;TRANSPORTE;0;0.00%
;8.7;CULTURA E EVENTOS;0;0.00%
;8.8;ADMINISTRAÇÃO E GOVERNO;20;47.62%
;8.9;MEIO AMBIENTE;0;0.00%
;8.1;NS/NR;3;7.14%
;8.11;NENHUM;0;0.00%
9;;NA SUA OPINIÃO  VOCÊ PODERIA CITA 3 PRINCIPAIS PROBLEMA DO BAIRRO QUE VOCÊ MORA HOJE: ESTIMULADA;119;100.00%
;9.1;"SAÚDE (Exames, remédios, atendimento ruim, falta
consultas)";36;30.25%
;9.2;LIMPEZA URBANA E COLETA DE LIXO;7;5.88%
;9.3;"ASSISTÊNCIA SOCIAL ( falta de atendimento ao
idoso, deficiente, criança e adolescente).";9;7.56%
;9.4;"BURACO E FALTA DE MANUTENÇÃO NAS ESTRADAS
RURAIS E VIAS URBANAS";20;16.81%
;9.5;ADMINISTRAÇÃO RUIM;10;8.40%
;9.6;SANEAMENTO BÁSICO;10;8.40%
;9.7;"FALTA  DE  ÁREAS  E  OPORTUNIDADES  DE  LAZER  E
ESPORTES";2;1.68%
;9.8;DESEMPREGO - FALTA DE OPORTUNIDADES DE TRABALHO;12;10.08%
;9.9;TRANSPORTE COLETIVO PRECÁRIO;1;0.84%
;9.1;VIOLÊNCIA(Falta de segurança pública);5;4.20%
;9.11;NFRAESTRUTURA PRECÁRIA;5;4.20%
;9.12;EDUCAÇÃO RUIM;2;1.68%
;9.13;NS/NR;0;0.00%
;9.14;NENHUM;0;0.00%
;9.15;OUTROS;0;0.00%
10;;O QUE VOCÊ GOSTARIA QUE MELHORE EM SEU BAIRRO?;42;100.00%
;10.1.1;ASFALTO;6;14.29%
;10.1.2;SEGURANÇA;9;21.43%
;10.1.3;COLETA COLETIVA;1;2.38%
;10.1.4;POSTO DE SAÚDE;18;42.86%
;10.1.5;TRANSPORTE;1;2.38%
