MANJAHY E SÃO JOSE;;;;
;;AVALIAÇÃO MUNICIPAL;;
6;;"COMO VOCÊ AVALIA A ATUAL ADMINISTRAÇÃO DO
MUNICIPIO? ESTIMULADA";35;100.00%
;6.1;ÓTIMA;1;2.86%
;6.2;BOA;5;14.29%
;6.3;REGULAR;10;28.57%
;6.4;RUIM;5;14.29%
;6.5;PÉSSIMA;14;40.00%
;6.6;NR/NS;0;0.00%
7;;"ENTRE AS SECRETARIAS OU ÁREA DO MUNICIPIO, QUAL VOCE CONSIDERA MAIS COMPETENTE?
ESTIMULADA";35;100.00%
;7.1;ASSISTÊNCIA SOCIAL;2;5.71%
;7.2;SAÚDE;7;20.00%
;7.3;EDUCAÇÃO;3;8.57%
;7.4;ESPORTE E LAZER;0;0.00%
;7.5;OBRAS;5;14.29%
;7.6;TRANSPORTE;0;0.00%
;7.7;CULTURA E EVENTOS;0;0.00%
;7.8;ADMINISTRAÇÃO E GOVERNO;0;0.00%
;7.9;MEIO AMBIENTE;1;2.86%
;7.1;NS/NR;3;8.57%
;7.11;NENHUM;14;40.00%
8;;"ENTRE AS SECRETARIAS DO MUNICIPIO, QUAL VOCE
CONSIDERA MAIS COMPETENTE? ESTIMULADA";35;100.00%
;8.1;ASSISTÊNCIA SOCIAL;1;2.86%
;8.2;SAÚDE;13;37.14%
;8.3;EDUCAÇÃO;6;17.14%
;8.4;ESPORTE E LAZER;2;5.71%
;8.5;OBRAS;2;5.71%
;8.6;TRANSPORTE;2;5.71%
;8.7;CULTURA E EVENTOS;0;0.00%
;8.8;ADMINISTRAÇÃO E GOVERNO;7;20.00%
;8.9;MEIO AMBIENTE;0;0.00%
;8.1;NS/NR;2;5.71%
;8.11;NENHUM;0;0.00%
9;;NA SUA OPINIÃO  VOCÊ PODERIA CITA 3 PRINCIPAIS PROBLEMA DO BAIRRO QUE VOCÊ MORA HOJE: ESTIMULADA;91;100.00%
;9.1;"SAÚDE  (Exames,  remédios,  atendimento  ruim,  falta
consultas)";20;21.98%
;9.2;LIMPEZA URBANA E COLETA DE LIXO;12;13.19%
;9.3;ASSISTÊNCIA SOCIAL ( falta de atendimento ao idoso  deficiente  criança e adolescente).;0;0.00%
;9.4;"BURACO E FALTA DE MANUTENÇÃO NAS ESTRADAS
RURAIS E VIAS URBANAS";10;10.99%
;9.5;ADMINISTRAÇÃO RUIM;9;9.89%
;9.6;SANEAMENTO BÁSICO;7;7.69%
;9.7;"FALTA  DE  ÁREAS  E  OPORTUNIDADES  DE  LAZER  E
ESPORTES";7;7.69%
;9.8;"DESEMPREGO - FALTA DE OPORTUNIDADES DE
TRABALHO";7;7.69%
;9.9;TRANSPORTE COLETIVO PRECÁRIO;2;2.20%
;9.1;VIOLÊNCIA(Falta de segurança pública);7;7.69%
;9.11;NFRAESTRUTURA PRECÁRIA;4;4.40%
;9.12;EDUCAÇÃO RUIM;4;4.40%
;9.13;NS/NR;2;2.20%
;9.14;NENHUM;0;0.00%
;9.15;OUTROS;0;0.00%
10;;"O QUE VOCÊ GOSTARIA QUE MELHORE EM SEU
BAIRRO?";35;100.00%
;10.1.1;ILUMINAÇÃO;7;20.00%
;10.1.2;ASFALTO;6;17.14%
;10.1.3;SEGURANÇA;1;2.86%
;10.1.4;LIMPEZA URBANA;3;8.57%
;10.1.5;SAÚDE;1;2.86%
;10.1.6;TUDO;1;2.86%
;10.1.7;CALÇAMENTO;2;5.71%
;10.1.8;ÁREA DE LAZER;2;5.71%
;10.1.9;COLETA COLETIVA;4;11.43%
;10.1.10;ÁGUA;1;2.86%
;10.1.11;INFRAESTRUTURA;1;2.86%
;10.1.12;EDUCAÇÃO;1;2.86%
;10.2;NS/NR;5;14.29%
11;;SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ VOTARIA A PREFEITO OU PREFEITA? ESPONTÂNEA;35;100.00%
;11.1;LAURA ARAUJO;4;11.43%
;11.2;TXAI (ORABOLAS);7;20.00%
;11.3;JULIA HORTA;1;2.86%
;11.4;EDVALDO;1;2.86%
;11.5;NÃO SABE / N. RESP.;22;62.86%
12;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ
VOTARIA A PREFEITO OU PREFEITA DO MUNICÍPIO? ESTIMULADA";35;100.00%
;12.1;LAURA ARAUJO;5;14.29%
;12.2;TXAI (ORABOLAS);8;22.86%
;12.3;JULIA HORTA;1;2.86%
;12.4;MARTA GERVÁSIO;1;2.86%
;12.5;TÃOZINHO;2;5.71%
;12.6;QUERALA DA CENIBRA;1;2.86%
;12.7;MORIÁ;2;5.71%
;12.8;ANTÔNIO PIMENTEL;0;0.00%
;12.9;ARTUR MOREIRA;0;0.00%
;12.1;NÃO SABE/N. RESP.;15;42.86%
13;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ NÃO VOTARIA DE JEITO NENHUM A PREFEITO OU
PREFEITA DO MUNICÍPIO?";35;100.00%
;13.1;LAURA ARAUJO;11;31.43%
;13.2;TXAI (ORABOLAS);1;2.86%
;13.3;JULIA HORTA;1;2.86%
;13.4;MARTA GERVÁSIO;1;2.86%
;13.5;TÃOZINHO;1;2.86%
;13.6;QUERALA DA CENIBRA;2;5.71%
;13.7;MORIÁ;1;2.86%
;13.8;ANTÔNIO PIMENTEL;0;0.00%
;13.9;ARTUR MOREIRA;0;0.00%
;13.1;NÃO SABE/N. RESP.;17;48.57%
14;;"SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ VOTARIA A
VEREADOR? ESPONTÂNEA";35;100.00%
;14.1.1;EDVALDO;2;5.71%
;14.1.2;JULIA HORTA;2;5.71%
;14.1.3;MORIÁ;2;5.71%
;14.1.4;RONALDINHO;1;2.86%
;14.1.5;TÃOZINHO;1;2.86%
;14.1.6;MIGUEL;1;2.86%
;14.1.7;ZÉ FERNANDES;1;2.86%
;14.1.8;MIGUEL;1;2.86%
;14.2;NÃO SABE/N. RESP.;24;68.57%
15;;"QUEM VOCÊ CONSIDERA A MAIOR LIDERANÇA DO
BAIRRO QUE MORA? ESPONTÂNEA";35;100.00%
;15.1.1;MIGUEL;1;2.86%
;15.1.2;REGI;1;2.86%
;15.1.3;RUI FELIPE;1;2.86%
;15.2;NÃO SABE/N. RESP.;32;91.43%
